split_index,set,ligand_id
2,train,700
2,train,701
2,train,702
2,train,704
2,train,705
2,train,706
2,train,707
2,train,708
2,train,709
2,train,710
2,train,718
2,train,722
2,train,725
2,train,726
2,train,728
2,train,729
2,train,730
2,train,734
2,train,738
2,train,740
2,train,746
2,train,748
2,train,751
2,train,752
2,train,754
2,train,755
2,train,756
2,train,757
2,train,759
2,train,761
2,train,762
2,train,764
2,train,770
2,train,771
2,train,773
2,train,774
2,train,776
2,train,778
2,train,782
2,train,783
2,train,786
2,train,787
2,train,790
2,train,795
2,train,797
2,train,798
2,train,801
2,train,802
2,train,803
2,train,804
2,train,805
2,train,806
2,train,807
2,train,810
2,train,811
2,train,812
2,train,813
2,train,815
2,train,816
2,train,820
2,train,821
2,train,822
2,train,823
2,train,827
2,train,828
2,train,831
2,train,834
2,train,836
2,train,837
2,train,838
2,train,840
2,train,846
2,train,849
2,train,854
2,train,855
2,train,858
2,train,860
2,train,861
2,train,862
2,train,863
2,train,865
2,train,868
2,train,879
2,train,881
2,train,882
2,train,883
2,train,886
2,train,890
2,train,891
2,train,892
2,train,893
2,train,895
2,train,896
2,train,897
2,train,898
2,train,899
2,train,901
2,train,902
2,train,903
2,train,904
2,train,905
2,train,906
2,train,907
2,train,911
2,train,915
2,train,916
2,train,917
2,train,918
2,train,921
2,train,924
2,train,925
2,train,926
2,train,927
2,train,928
2,train,929
2,train,931
2,train,932
2,train,938
2,train,939
2,train,940
2,train,941
2,train,944
2,train,945
2,train,946
2,train,947
2,train,950
2,train,951
2,train,954
2,train,956
2,train,957
2,train,958
2,train,959
2,train,961
2,train,962
2,train,964
2,train,965
2,train,966
2,train,967
2,train,968
2,train,969
2,train,970
2,train,971
2,train,972
2,train,975
2,train,978
2,train,980
2,train,981
2,train,983
2,train,985
2,train,986
2,train,987
2,train,988
2,train,989
2,train,993
2,train,994
2,train,997
2,train,998
2,train,1005
2,train,1006
2,train,1008
2,train,1009
2,train,1011
2,train,1013
2,train,1015
2,train,1016
2,train,1017
2,train,1019
2,train,1023
2,train,1024
2,train,1025
2,train,1026
2,train,1027
2,train,1030
2,train,1032
2,train,1033
2,train,1034
2,train,1038
2,train,1039
2,train,1040
2,train,1041
2,train,1042
2,train,1043
2,train,1044
2,train,1045
2,train,1046
2,train,1048
2,train,1049
2,train,1050
2,train,1052
2,train,1053
2,train,1057
2,train,1058
2,train,1059
2,train,1060
2,train,1061
2,train,1062
2,train,1063
2,train,1065
2,train,1067
2,train,1068
2,train,1070
2,train,1072
2,train,1073
2,train,1076
2,train,1077
2,train,1080
2,train,1082
2,train,1083
2,train,1084
2,train,1086
2,train,1088
2,train,1092
2,train,1094
2,train,1095
2,train,1097
2,train,1100
2,train,1102
2,train,1103
2,train,1104
2,train,1106
2,train,1107
2,train,1108
2,train,1110
2,train,1112
2,train,1113
2,train,1114
2,train,1116
2,train,1117
2,train,1120
2,train,1121
2,train,1122
2,train,1124
2,train,1125
2,train,1128
2,train,1129
2,train,1130
2,train,1132
2,train,1133
2,train,1134
2,train,1135
2,train,1136
2,train,1139
2,train,1142
2,train,1143
2,train,1144
2,train,1149
2,train,1150
2,train,1152
2,train,1153
2,train,1161
2,train,1162
2,train,1164
2,train,1166
2,train,1167
2,train,1168
2,train,1169
2,train,1171
2,train,1173
2,train,1174
2,train,1175
2,train,1180
2,train,1181
2,train,1182
2,train,1183
2,train,1187
2,train,1189
2,train,1190
2,train,1192
2,train,1193
2,train,1194
2,train,1195
2,train,1198
2,train,1200
2,train,1203
2,train,1206
2,train,1211
2,train,1212
2,train,1213
2,train,1214
2,train,1217
2,train,1219
2,train,1220
2,train,1222
2,train,1225
2,train,1228
2,train,1233
2,train,1234
2,train,1235
2,train,1236
2,train,1239
2,train,1240
2,train,1242
2,train,1243
2,train,1244
2,train,1245
2,train,1246
2,train,1248
2,train,1249
2,train,1251
2,train,1252
2,train,1253
2,train,1254
2,train,1256
2,train,1257
2,train,1258
2,train,1259
2,train,1263
2,train,1264
2,train,1266
2,train,1268
2,train,1272
2,train,1273
2,train,1274
2,train,1275
2,train,1276
2,train,1277
2,train,1279
2,train,1280
2,train,1283
2,train,1285
2,train,1286
2,train,1287
2,train,1290
2,train,1292
2,train,1299
2,train,1300
2,train,1301
2,train,1302
2,train,1303
2,train,1304
2,train,1306
2,train,1307
2,train,1309
2,train,1310
2,train,1312
2,train,1316
2,train,1317
2,train,1318
2,train,1320
2,train,1321
2,train,1324
2,train,1326
2,train,1329
2,train,1330
2,train,1331
2,train,1333
2,train,1334
2,train,1336
2,train,1339
2,train,1340
2,train,1341
2,train,1342
2,train,1344
2,train,1345
2,train,1346
2,train,1347
2,train,1348
2,train,1349
2,train,1352
2,train,1353
2,train,1354
2,train,1355
2,train,1360
2,train,1361
2,train,1362
2,train,1364
2,train,1365
2,train,1367
2,train,1369
2,train,1371
2,train,1373
2,train,1377
2,train,1378
2,train,1380
2,train,1381
2,train,1386
2,train,1387
2,train,1389
2,train,1390
2,train,1391
2,train,1392
2,train,1395
2,train,1396
2,train,1397
2,train,1398
2,train,1399
2,train,1402
2,train,1405
2,train,1406
2,train,1407
2,train,1410
2,train,1411
2,train,1412
2,train,1413
2,train,1415
2,train,1418
2,train,1419
2,train,1420
2,train,1423
2,train,1424
2,train,1425
2,train,1427
2,train,1428
2,train,1432
2,train,1433
2,train,1434
2,train,1437
2,train,1439
2,train,1442
2,train,1448
2,train,1449
2,train,1450
2,train,1451
2,train,1453
2,train,1455
2,train,1456
2,train,1458
2,train,1459
2,train,1460
2,train,1462
2,train,1464
2,train,1466
2,train,1467
2,train,1468
2,train,1469
2,train,1470
2,train,1471
2,train,1472
2,train,1474
2,train,1475
2,train,1476
2,train,1478
2,train,1481
2,train,1482
2,train,1483
2,train,1484
2,train,1485
2,train,1487
2,train,1488
2,train,1489
2,train,1490
2,train,1491
2,train,1492
2,train,1494
2,train,1496
2,train,1497
2,train,1499
2,train,1500
2,train,1501
2,train,1504
2,train,1506
2,train,1508
2,train,1511
2,train,1512
2,train,1513
2,train,1516
2,train,1517
2,train,1518
2,train,1520
2,train,1521
2,train,1522
2,train,1526
2,train,1527
2,train,1531
2,train,1532
2,train,1533
2,train,1534
2,train,1536
2,train,1537
2,train,1539
2,train,1541
2,train,1542
2,train,1545
2,train,1546
2,train,1547
2,train,1548
2,train,1551
2,train,1552
2,train,1553
2,train,1554
2,train,1555
2,train,1557
2,train,1560
2,train,1561
2,train,1562
2,train,1563
2,train,1565
2,train,1571
2,train,1573
2,train,1578
2,train,1579
2,train,1580
2,train,1581
2,train,1582
2,train,1583
2,train,1587
2,train,1589
2,train,1590
2,train,1592
2,train,1593
2,train,1594
2,train,1595
2,train,1596
2,train,1597
2,train,1598
2,train,1599
2,train,1602
2,train,1606
2,train,1607
2,train,1608
2,train,1610
2,train,1611
2,train,1612
2,train,1613
2,train,1615
2,train,1616
2,train,1617
2,train,1618
2,train,1619
2,train,1620
2,train,1627
2,train,1630
2,train,1632
2,train,1634
2,train,1638
2,train,1643
2,train,1644
2,train,1645
2,train,1646
2,train,1648
2,train,1649
2,train,1650
2,train,1651
2,train,1654
2,train,1656
2,train,1658
2,train,1659
2,train,1660
2,train,1662
2,train,1663
2,train,1664
2,train,1665
2,train,1670
2,train,1671
2,train,1674
2,train,1675
2,train,1676
2,train,1677
2,train,1678
2,train,1680
2,train,1681
2,train,1683
2,train,1684
2,train,1688
2,train,1691
2,train,1692
2,train,1693
2,train,1694
2,train,1695
2,train,1699
2,train,1702
2,train,1703
2,train,1704
2,train,1705
2,train,1706
2,train,1709
2,train,1710
2,train,1711
2,train,1713
2,train,1717
2,train,1718
2,train,1719
2,train,1720
2,train,1721
2,train,1722
2,train,1723
2,train,1726
2,train,1727
2,train,1731
2,train,1733
2,train,1734
2,train,1736
2,train,1737
2,train,1738
2,train,1740
2,train,1741
2,train,1742
2,train,1744
2,train,1748
2,train,1749
2,train,1750
2,train,1751
2,train,1752
2,train,1755
2,train,1758
2,train,1759
2,train,1761
2,train,1764
2,train,1766
2,train,1769
2,train,1770
2,train,1771
2,train,1772
2,train,1775
2,train,1778
2,train,1779
2,train,1780
2,train,1783
2,train,1784
2,train,1785
2,train,1786
2,train,1787
2,train,1788
2,train,1789
2,train,1790
2,train,1792
2,train,1794
2,train,1795
2,train,1797
2,train,1798
2,train,1802
2,train,1809
2,train,1812
2,train,1813
2,train,1816
2,train,1817
2,train,1820
2,train,1821
2,train,1823
2,train,1824
2,train,1826
2,train,1829
2,train,1832
2,train,1833
2,train,1839
2,train,1844
2,train,1845
2,train,1847
2,train,1849
2,train,1851
2,train,1852
2,train,1853
2,train,1854
2,train,1865
2,train,1866
2,train,1867
2,train,1868
2,train,1869
2,train,1870
2,train,1871
2,train,1873
2,train,1874
2,train,1876
2,train,1877
2,train,1878
2,train,1879
2,train,1880
2,train,1882
2,train,1890
2,train,1894
2,train,1895
2,train,1897
2,train,1901
2,train,1903
2,train,1904
2,train,1910
2,train,1911
2,train,1912
2,train,1916
2,train,1917
2,train,1921
2,train,1922
2,train,1924
2,train,1926
2,train,1931
2,train,1938
2,train,1939
2,train,1940
2,train,1941
2,train,1942
2,train,1943
2,train,1944
2,train,1948
2,train,1949
2,train,1950
2,train,1952
2,train,1955
2,train,1956
2,train,1957
2,train,1958
2,train,1959
2,train,1960
2,train,1961
2,train,1963
2,train,1965
2,train,1966
2,train,1968
2,train,1971
2,train,1972
2,train,1975
2,train,1979
2,train,1982
2,train,1983
2,train,1985
2,train,1986
2,train,1987
2,train,1989
2,train,1995
2,train,1996
2,train,1997
2,train,2000
2,train,2001
2,train,2002
2,train,2006
2,train,2008
2,train,2009
2,train,2010
2,train,2011
2,train,2012
2,train,2014
2,train,2016
2,train,2017
2,train,2020
2,train,2021
2,train,2022
2,train,2023
2,train,2024
2,train,2025
2,train,2027
2,train,2029
2,train,2031
2,train,2032
2,train,2033
2,train,2035
2,train,2036
2,train,2038
2,train,2040
2,train,2045
2,train,2046
2,train,2047
2,train,2049
2,train,2050
2,train,2056
2,train,2061
2,train,2066
2,train,2068
2,train,2069
2,train,2070
2,train,2071
2,train,2073
2,train,2075
2,train,2076
2,train,2077
2,train,2078
2,train,2080
2,train,2084
2,train,2085
2,train,2086
2,train,2088
2,train,2093
2,train,2102
2,train,2105
2,train,2107
2,train,2108
2,train,2109
2,train,2110
2,train,2113
2,train,2114
2,train,2115
2,train,2117
2,train,2118
2,train,2122
2,train,2125
2,train,2126
2,train,2128
2,train,2130
2,train,2135
2,train,2137
2,train,2142
2,train,2143
2,train,2144
2,train,2149
2,train,2153
2,train,2155
2,train,2157
2,train,2161
2,train,2163
2,train,2165
2,train,2167
2,train,2169
2,train,2170
2,train,2172
2,train,2173
2,train,2174
2,train,2175
2,train,2182
2,train,2183
2,train,2186
2,train,2187
2,train,2190
2,train,2192
2,train,2193
2,train,2195
2,train,2197
2,train,2199
2,train,2200
2,train,2204
2,train,2205
2,train,2207
2,train,2208
2,train,2209
2,train,2211
2,train,2212
2,train,2213
2,train,2216
2,train,2220
2,train,2221
2,train,2223
2,train,2224
2,train,2226
2,train,2229
2,train,2231
2,train,2232
2,train,2235
2,train,2238
2,train,2239
2,train,2240
2,train,2243
2,train,2244
2,train,2245
2,train,2246
2,train,2247
2,train,2248
2,train,2251
2,train,2254
2,train,2259
2,train,2260
2,train,2261
2,train,2262
2,train,2265
2,train,2269
2,train,2270
2,train,2271
2,train,2272
2,train,2273
2,train,2276
2,train,2278
2,train,2280
2,train,2282
2,train,2283
2,train,2287
2,train,2289
2,train,2290
2,train,2295
2,train,2297
2,train,2299
2,train,2302
2,train,2304
2,train,2305
2,train,2307
2,train,2308
2,train,2310
2,train,2311
2,train,2312
2,train,2314
2,train,2320
2,train,2321
2,train,2322
2,train,2324
2,train,2327
2,train,2328
2,train,2329
2,train,2330
2,train,2331
2,train,2332
2,train,2333
2,train,2336
2,train,2338
2,train,2339
2,train,2340
2,train,2343
2,train,2345
2,train,2346
2,train,2348
2,train,2349
2,train,2350
2,train,2351
2,train,2353
2,train,2354
2,train,2355
2,train,2357
2,train,2358
2,train,2361
2,train,2362
2,train,2364
2,train,2366
2,train,2370
2,train,2371
2,train,2374
2,train,2382
2,train,2386
2,train,2388
2,train,2390
2,train,2392
2,train,2393
2,train,2394
2,train,2396
2,train,2397
2,train,2399
2,train,2401
2,train,2403
2,train,2404
2,train,2405
2,train,2407
2,train,2408
2,train,2410
2,train,2412
2,train,2414
2,train,2416
2,train,2417
2,train,2420
2,train,2421
2,train,2424
2,train,2425
2,train,2426
2,train,2427
2,train,2428
2,train,2429
2,train,2434
2,train,2435
2,train,2436
2,train,2437
2,train,2439
2,train,2441
2,train,2443
2,train,2444
2,train,2446
2,train,2448
2,train,2451
2,train,2452
2,train,2453
2,train,2455
2,train,2457
2,train,2458
2,train,2459
2,train,2460
2,train,2461
2,train,2463
2,train,2465
2,train,2467
2,train,2472
2,train,2473
2,train,2475
2,train,2476
2,train,2480
2,train,2482
2,train,2483
2,train,2484
2,train,2485
2,train,2486
2,train,2489
2,train,2491
2,train,2494
2,train,2496
2,train,2498
2,train,2499
2,train,2502
2,train,2505
2,train,2507
2,train,2508
2,train,2509
2,train,2510
2,train,2519
2,train,2520
2,train,2524
2,train,2525
2,train,2526
2,train,2528
2,train,2531
2,train,2532
2,train,2533
2,train,2534
2,train,2535
2,train,2536
2,train,2539
2,train,2541
2,train,2543
2,train,2545
2,train,2546
2,train,2556
2,train,2557
2,train,2558
2,train,2559
2,train,2560
2,train,2561
2,train,2562
2,train,2563
2,train,2564
2,train,2569
2,train,2578
2,train,2590
2,train,2592
2,train,2593
2,train,2594
2,train,2596
2,train,2598
2,train,2600
2,train,2601
2,train,2602
2,train,2603
2,train,2608
2,train,2609
2,train,2614
2,train,2615
2,train,2618
2,train,2620
2,train,2623
2,train,2624
2,train,2628
2,train,2630
2,train,2634
2,train,2637
2,train,2638
2,train,2639
2,train,2643
2,train,2647
2,train,2648
2,train,2649
2,train,2650
2,train,2652
2,train,2656
2,train,2657
2,train,2659
2,train,2660
2,train,2661
2,train,2662
2,train,2663
2,train,2664
2,train,2665
2,train,2666
2,train,2669
2,train,2670
2,train,2671
2,train,2674
2,train,2675
2,train,2676
2,train,2680
2,train,2682
2,train,2683
2,train,2685
2,train,2687
2,train,2690
2,train,2691
2,train,2692
2,train,2694
2,train,2696
2,train,2697
2,train,2698
2,train,2699
2,train,2700
2,train,2702
2,train,2709
2,train,2710
2,train,2711
2,train,2713
2,train,2714
2,train,2715
2,train,2716
2,train,2719
2,train,2720
2,train,2721
2,train,2722
2,train,2725
2,train,2726
2,train,2728
2,train,2729
2,train,2730
2,train,2731
2,train,2735
2,train,2740
2,train,2741
2,train,2743
2,train,2744
2,train,2745
2,train,2746
2,train,2747
2,train,2748
2,train,2751
2,train,2752
2,train,2754
2,train,2756
2,train,2757
2,train,2758
2,train,2759
2,train,2760
2,train,2761
2,train,2764
2,train,2767
2,train,2768
2,train,2773
2,train,2775
2,train,2776
2,train,2777
2,train,2779
2,train,2781
2,train,2782
2,train,2784
2,train,2786
2,train,2787
2,train,2790
2,train,2792
2,train,2795
2,train,2799
2,train,2800
2,train,2801
2,train,2803
2,train,2804
2,train,2805
2,train,2806
2,train,2808
2,train,2809
2,train,2822
2,train,2823
2,train,2824
2,train,2825
2,train,2826
2,train,2828
2,train,2829
2,train,2830
2,train,2833
2,train,2835
2,train,2837
2,train,2838
2,train,2839
2,train,2840
2,train,2842
2,train,2848
2,train,2851
2,train,2852
2,train,2854
2,train,2855
2,train,2859
2,train,2864
2,train,2865
2,train,2868
2,train,2869
2,train,2870
2,train,2871
2,train,2878
2,train,2879
2,train,2880
2,train,2881
2,train,2882
2,train,2890
2,train,2891
2,train,2894
2,train,2897
2,train,2899
2,train,2900
2,train,2901
2,train,2906
2,train,2909
2,train,2913
2,train,2915
2,train,2919
2,train,2920
2,train,2921
2,train,2922
2,train,2923
2,train,2924
2,train,2925
2,train,2927
2,train,2929
2,train,2931
2,train,2932
2,train,2933
2,train,2935
2,train,2936
2,train,2937
2,train,2939
2,train,2941
2,train,2942
2,train,2943
2,train,2946
2,train,2949
2,train,2950
2,train,2951
2,train,2952
2,train,2953
2,train,2954
2,train,2955
2,train,2956
2,train,2961
2,train,2962
2,train,2963
2,train,2966
2,train,2969
2,train,2970
2,train,2973
2,train,2978
2,train,2979
2,train,2980
2,train,2988
2,train,2989
2,train,2990
2,train,2993
2,train,2995
2,train,2997
2,train,2998
2,train,3002
2,train,3005
2,train,3007
2,train,3009
2,train,3010
2,train,3012
2,train,3013
2,train,3014
2,train,3017
2,train,3018
2,train,3028
2,train,3029
2,train,3032
2,train,3033
2,train,3034
2,train,3035
2,train,3037
2,train,3041
2,train,3042
2,train,3047
2,train,3048
2,train,3049
2,train,3052
2,train,3054
2,train,3056
2,train,3057
2,train,3058
2,train,3059
2,train,3060
2,train,3062
2,train,3063
2,train,3065
2,train,3066
2,train,3068
2,train,3069
2,train,3070
2,train,3073
2,train,3076
2,train,3080
2,train,3082
2,train,3084
2,train,3085
2,train,3086
2,train,3089
2,train,3090
2,train,3091
2,train,3092
2,train,3093
2,train,3095
2,train,3097
2,train,3100
2,train,3101
2,train,3103
2,train,3106
2,train,3107
2,train,3108
2,train,3109
2,train,3110
2,train,3112
2,train,3113
2,train,3114
2,train,3115
2,train,3123
2,train,3124
2,train,3128
2,train,3129
2,train,3130
2,train,3131
2,train,3133
2,train,3135
2,train,3136
2,train,3138
2,train,3139
2,train,3140
2,train,3141
2,train,3142
2,train,3146
2,train,3149
2,train,3151
2,train,3152
2,train,3153
2,train,3156
2,train,3157
2,train,3158
2,train,3160
2,train,3161
2,train,3164
2,train,3169
2,train,3170
2,train,3174
2,train,3176
2,train,3177
2,train,3178
2,train,3179
2,train,3180
2,train,3181
2,train,3182
2,train,3183
2,train,3184
2,train,3186
2,train,3187
2,train,3192
2,train,3193
2,train,3194
2,train,3195
2,train,3199
2,train,3203
2,train,3204
2,train,3206
2,train,3208
2,train,3209
2,train,3210
2,train,3211
2,train,3212
2,train,3213
2,train,3214
2,train,3216
2,train,3218
2,train,3222
2,train,3225
2,train,3227
2,train,3232
2,train,3234
2,train,3235
2,train,3239
2,train,3240
2,train,3241
2,train,3243
2,train,3246
2,train,3251
2,train,3252
2,train,3253
2,train,3255
2,train,3257
2,train,3260
2,train,3262
2,train,3263
2,train,3264
2,train,3265
2,train,3266
2,train,3267
2,train,3269
2,train,3271
2,train,3272
2,train,3274
2,train,3275
2,train,3276
2,train,3277
2,train,3280
2,train,3281
2,train,3285
2,train,3295
2,train,3297
2,train,3298
2,train,3299
2,train,3301
2,train,3304
2,train,3305
2,train,3306
2,train,3309
2,train,3311
2,train,3312
2,train,3316
2,train,3318
2,train,3319
2,train,3321
2,train,3322
2,train,3323
2,train,3327
2,train,3330
2,train,3331
2,train,3332
2,train,3334
2,train,3335
2,train,3336
2,train,3337
2,train,3340
2,train,3341
2,train,3342
2,train,3344
2,train,3345
2,train,3352
2,train,3355
2,train,3359
2,train,3360
2,train,3365
2,train,3366
2,train,3368
2,train,3369
2,train,3370
2,train,3376
2,train,3377
2,train,3378
2,train,3379
2,train,3380
2,train,3382
2,train,3384
2,train,3385
2,train,3386
2,train,3387
2,train,3388
2,train,3389
2,train,3392
2,train,3393
2,train,3395
2,train,3397
2,train,3399
2,train,3400
2,train,3402
2,train,3403
2,train,3404
2,train,3405
2,train,3406
2,train,3410
2,train,3411
2,train,3414
2,train,3418
2,train,3419
2,train,3423
2,train,3424
2,train,3426
2,train,3430
2,train,3431
2,train,3434
2,train,3435
2,train,3436
2,train,3441
2,train,3445
2,train,3446
2,train,3448
2,train,3449
2,train,3453
2,train,3456
2,train,3457
2,train,3458
2,train,3461
2,train,3462
2,train,3463
2,train,3464
2,train,3465
2,train,3466
2,train,3468
2,train,3469
2,train,3470
2,train,3477
2,train,3479
2,train,3481
2,train,3482
2,train,3483
2,train,3484
2,train,3485
2,train,3487
2,train,3490
2,train,3492
2,train,3493
2,train,3494
2,train,3495
2,train,3497
2,train,3499
2,train,3501
2,train,3502
2,train,3503
2,train,3504
2,train,3505
2,train,3506
2,train,3508
2,train,3510
2,train,3511
2,train,3515
2,train,3516
2,train,3517
2,train,3519
2,train,3522
2,train,3523
2,train,3524
2,train,3526
2,train,3528
2,train,3529
2,train,3530
2,train,3534
2,train,3535
2,train,3536
2,train,3537
2,train,3540
2,train,3541
2,train,3550
2,train,3552
2,train,3553
2,train,3555
2,train,3556
2,train,3557
2,train,3558
2,train,3561
2,train,3562
2,train,3564
2,train,3568
2,train,3569
2,train,3572
2,train,3573
2,train,3575
2,train,3576
2,train,3577
2,train,3579
2,train,3580
2,train,3581
2,train,3582
2,train,3590
2,train,3591
2,train,3592
2,train,3595
2,train,3597
2,train,3598
2,train,3601
2,train,3604
2,train,3606
2,train,3607
2,train,3608
2,train,3610
2,train,3613
2,train,3616
2,train,3618
2,train,3619
2,train,3620
2,train,3622
2,train,3623
2,train,3624
2,train,3627
2,train,3631
2,train,3632
2,train,3634
2,train,3639
2,train,3641
2,train,3643
2,train,3644
2,train,3645
2,train,3648
2,train,3649
2,train,3656
2,train,3660
2,train,3661
2,train,3662
2,train,3669
2,train,3670
2,train,3671
2,train,3673
2,train,3674
2,train,3676
2,train,3679
2,train,3680
2,train,3681
2,train,3682
2,train,3683
2,train,3684
2,train,3686
2,train,3690
2,train,3691
2,train,3692
2,train,3694
2,train,3696
2,train,3698
2,train,3700
2,train,3701
2,train,3702
2,train,3704
2,train,3706
2,train,3710
2,train,3711
2,train,3712
2,train,3713
2,train,3714
2,train,3715
2,train,3717
2,train,3719
2,train,3720
2,train,3721
2,train,3724
2,train,3725
2,train,3726
2,train,3727
2,train,3729
2,train,3730
2,train,3731
2,train,3733
2,train,3735
2,train,3736
2,train,3737
2,train,3740
2,train,3741
2,train,3744
2,train,3745
2,train,3748
2,train,3752
2,train,3754
2,train,3755
2,train,3756
2,train,3757
2,train,3758
2,train,3759
2,train,3760
2,train,3762
2,train,3763
2,train,3767
2,train,3768
2,train,3771
2,train,3772
2,train,3773
2,train,3774
2,train,3775
2,train,3776
2,train,3777
2,train,3778
2,train,3779
2,train,3780
2,train,3781
2,train,3782
2,train,3786
2,train,3787
2,train,3790
2,train,3791
2,train,3793
2,train,3794
2,train,3795
2,train,3796
2,train,3797
2,train,3799
2,train,3800
2,train,3802
2,train,3803
2,train,3805
2,train,3811
2,train,3814
2,train,3815
2,train,3816
2,train,3817
2,train,3819
2,train,3820
2,train,3821
2,train,3824
2,train,3826
2,train,3829
2,train,3831
2,train,3833
2,train,3836
2,train,3842
2,train,3846
2,train,3847
2,train,3849
2,train,3852
2,train,3853
2,train,3854
2,train,3856
2,train,3857
2,train,3860
2,train,3861
2,train,3866
2,train,3867
2,train,3868
2,train,3869
2,train,3870
2,train,3873
2,train,3874
2,train,3875
2,train,3877
2,train,3878
2,train,3879
2,train,3882
2,train,3883
2,train,3884
2,train,3889
2,train,3890
2,train,3896
2,train,3898
2,train,3900
2,train,3902
2,train,3903
2,train,3904
2,train,3905
2,train,3906
2,train,3908
2,train,3910
2,train,3911
2,train,3915
2,train,3916
2,train,3917
2,train,3918
2,train,3920
2,train,3922
2,train,3924
2,train,3925
2,train,3926
2,train,3931
2,train,3932
2,train,3933
2,train,3937
2,train,3938
2,train,3939
2,train,3940
2,train,3941
2,train,3942
2,train,3943
2,train,3944
2,train,3945
2,train,3946
2,train,3948
2,train,3949
2,train,3950
2,train,3951
2,train,3952
2,train,3953
2,train,3954
2,train,3955
2,train,3956
2,train,3957
2,train,3959
2,train,3962
2,train,3967
2,train,3968
2,train,3970
2,train,3971
2,train,3972
2,train,3975
2,train,3976
2,train,3978
2,train,3979
2,train,3980
2,train,3981
2,train,3987
2,train,3988
2,train,3990
2,train,3993
2,train,3994
2,train,3995
2,train,3996
2,train,4001
2,train,4002
2,train,4003
2,train,4004
2,train,4005
2,train,4006
2,train,4008
2,train,4009
2,train,4010
2,train,4014
2,train,4015
2,train,4016
2,train,4017
2,train,4019
2,train,4022
2,train,4023
2,train,4024
2,train,4025
2,train,4028
2,train,4029
2,train,4030
2,train,4032
2,train,4035
2,train,4037
2,train,4041
2,train,4043
2,train,4045
2,train,4049
2,train,4050
2,train,4056
2,train,4057
2,train,4058
2,train,4061
2,train,4062
2,train,4065
2,train,4066
2,train,4067
2,train,4069
2,train,4072
2,train,4073
2,train,4074
2,train,4075
2,train,4076
2,train,4080
2,train,4081
2,train,4085
2,train,4086
2,train,4087
2,train,4088
2,train,4089
2,train,4091
2,train,4094
2,train,4095
2,train,4097
2,train,4098
2,train,4099
2,train,4101
2,train,4102
2,train,4106
2,train,4107
2,train,4108
2,train,4109
2,train,4111
2,train,4112
2,train,4113
2,train,4114
2,train,4117
2,train,4121
2,train,4122
2,train,4123
2,train,4124
2,train,4125
2,train,4126
2,train,4128
2,train,4129
2,train,4130
2,train,4133
2,train,4135
2,train,4138
2,train,4141
2,train,4143
2,train,4144
2,train,4147
2,train,4148
2,train,4151
2,train,4152
2,train,4154
2,train,4156
2,train,4157
2,train,4160
2,train,4166
2,train,4169
2,train,4171
2,train,4172
2,train,4173
2,train,4174
2,train,4184
2,train,4186
2,train,4187
2,train,4188
2,train,4189
2,train,4190
2,train,4191
2,train,4192
2,train,4193
2,train,4194
2,train,4196
2,train,4197
2,train,4198
2,train,4199
2,train,4201
2,train,4202
2,train,4203
2,train,4204
2,train,4206
2,train,4207
2,train,4208
2,train,4209
2,train,4212
2,train,4213
2,train,4214
2,train,4215
2,train,4217
2,train,4218
2,train,4221
2,train,4222
2,train,4225
2,train,4226
2,train,4229
2,train,4230
2,train,4236
2,train,4240
2,train,4242
2,train,4245
2,train,4246
2,train,4247
2,train,4248
2,train,4249
2,train,4250
2,train,4251
2,train,4253
2,train,4254
2,train,4258
2,train,4259
2,train,4261
2,train,4262
2,train,4264
2,train,4265
2,train,4266
2,train,4267
2,train,4268
2,train,4269
2,train,4270
2,train,4276
2,train,4280
2,train,4281
2,train,4285
2,train,4288
2,train,4289
2,train,4291
2,train,4293
2,train,4294
2,train,4296
2,train,4298
2,train,4301
2,train,4303
2,train,4304
2,train,4305
2,train,4306
2,train,4307
2,train,4308
2,train,4309
2,train,4310
2,train,4311
2,train,4312
2,train,4313
2,train,4314
2,train,4325
2,train,4326
2,train,4327
2,train,4328
2,train,4329
2,train,4330
2,train,4331
2,train,4332
2,train,4334
2,train,4335
2,train,4338
2,train,4343
2,train,4344
2,train,4345
2,train,4348
2,train,4349
2,train,4353
2,train,4355
2,train,4358
2,train,4366
2,train,4367
2,train,4368
2,train,4373
2,train,4374
2,train,4375
2,train,4377
2,train,4381
2,train,4382
2,train,4383
2,train,4384
2,train,4385
2,train,4386
2,train,4388
2,train,4390
2,train,4399
2,train,4408
2,train,4412
2,train,4413
2,train,4416
2,train,4419
2,train,4421
2,train,4424
2,train,4427
2,train,4430
2,train,4434
2,train,4435
2,train,4436
2,train,4437
2,train,4438
2,train,4440
2,train,4441
2,train,4444
2,train,4445
2,train,4446
2,train,4449
2,train,4450
2,train,4451
2,train,4452
2,train,4456
2,train,4457
2,train,4458
2,train,4460
2,train,4463
2,train,4464
2,train,4465
2,train,4468
2,train,4469
2,train,4470
2,train,4472
2,train,4473
2,train,4476
2,train,4477
2,train,4479
2,train,4481
2,train,4483
2,train,4491
2,train,4496
2,train,4497
2,train,4501
2,train,4502
2,train,4506
2,train,4507
2,train,4512
2,train,4513
2,train,4518
2,train,4523
2,train,4524
2,train,4526
2,train,4527
2,train,4530
2,train,4531
2,train,4532
2,train,4533
2,train,4534
2,train,4538
2,train,4541
2,train,4545
2,train,4547
2,train,4550
2,train,4551
2,train,4552
